imdbID,title,year,rating,runtime,genre,released,director,writer,cast,metacritic,imdbRating,imdbVotes,poster,plot,fullplot,language,country,awards,lastupdated,type
833,The Country Doctor,1909,NOT RATED,14 min,"Short, Drama",1909-07-08,D.W. Griffith,,"Kate Bruce, Adele DeGarde, Gladys Egan, Rose King",,6.6,294,"http://ia.media-imdb.com/images/M/MV5BNjg3MTI3ODI2N15BMl5BanBnXkFtZTcwMTg1MDA4Mg@@._V1._CR64,90,235,329_SY132_CR2,0,89,132_AL_.jpg_V1_SX300.jpg","While caring for his sick daughter, a doctor is called away to the sickbed of a neighbor. He finds the neighbor gravely ill, and ignores his wife's pleas to come home and care for his own daughter, who has taken a turn for the worse.","In the peaceful valley of Stillwater there is sunshine. All nature smiles as we make our way up the lane, lined on each side with blossoming trees and fragrant flowers, until we come upon Doctor Harcourt, one of God's noblemen, seated on the veranda of his house with his wife and little daughter Edith. All are carefree and happy as we stroll with them through the barley fields, lanes and daisy beds. It is indeed a beautiful sight, a trinity of souls, each living in the other's being. But the fates are jealous, and there are gathering clouds to shut out the radiance of their happy existence. Little Edith is taken very ill and the doctor is at first inclined to think his wife is unduly alarmed, but upon examining the child he realizes the illness to be serious indeed, so much so that it would probably be fatal for him to leave its side until the crisis is past. While so engaged a poor woman of the village hurries to his home to enlist his services for her little girl, who she fears is at the point of death. Oh, God! what a situation. His own child needing his undivided attention most urgently, on the one hand, and duty on the other. Duty, that relentless deity of the honorable which so often compels self-sacrifice, beckons him on. Irresolute for a moment, he at length goes, assuring his wife that be will be but a few minutes away. Arriving at the humble cabin of the woman, he finds her child very ill indeed, requiring speedy and unerring attention to save her. Meanwhile, Edith, his own child, has grown worse, and the mother has dispatched the maid to hurry him back home. When the maid arrives and tells him the conditions, he for a moment wavers, but then his duty seems clear to him. If he leaves the poor woman's child, death is inevitable, so he dismisses the maid with the word that it will be only a few minutes longer and then he will return. Little Edith sinks rapidly, so the maid is again sent. This time he is about to leave, as the child is out of danger and will recover. So he leaves the poor family, happy and relieved, to rush madly to his own home. What a contrast! There across the lifeless form of his dear child lies his moaning, horror-stricken wife. A slave of duty, he yields the life of his own dear child to save the life of another's. The valley of Stillwater is shrouded in darkness. Such are the temporal deeds that will find reward eternal.",English,USA,,2015-08-25 00:00:50.773000000,movie
832,A Corner in Wheat,1909,G,14 min,"Short, Drama",1909-12-13,D.W. Griffith,,"Frank Powell, Grace Henderson, James Kirkwood, Linda Arvidson",,6.6,1375,,"A greedy tycoon decides, on a whim, to corner the world market in wheat. This doubles the price of bread, forcing the grain's producers into charity lines and further into poverty. The film...","A greedy tycoon decides, on a whim, to corner the world market in wheat. This doubles the price of bread, forcing the grain's producers into charity lines and further into poverty. The film continues to contrast the ironic differences between the lives of those who work to grow the wheat and the life of the man who dabbles in its sale for profit.",English,USA,1 win.,2015-08-13 00:46:30.660000000,movie
942,The Lonely Villa,1909,,8 min,"Short, Crime, Drama",1909-06-10,D.W. Griffith,"Charles Foley (novel), Andr� de Lorde (play), Mack Sennett","David Miles, Marion Leonard, Mary Pickford, Gladys Egan",,6.1,446,,"A gang of thieves lure a man out of his home so that they can rob it and threaten his wife and children. The family barricade themselves in an interior room, but the criminals are ...","A gang of thieves lure a man out of his home so that they can rob it and threaten his wife and children. The family barricade themselves in an interior room, but the criminals are well-equipped for breaking in. When the father finds out what is happening, he must race against time to get back home.",English,USA,,2015-08-29 00:40:27.733000000,movie
1032,The Sealed Room,1909,,11 min,"Short, Drama",1909-09-02,D.W. Griffith,,"Arthur V. Johnson, Marion Leonard, Henry B. Walthall",,6.1,428,,A king exacts vengeance upon his faithless mistress and her lover.,"In this movie suggested by Poe's ""A Cask of Amontillado"", The king constructs a cozy, windowless love-nest for himself and his concubine. However, she is not faithful to her sovereign, but consorts with the court troubadour. In fact, they use the king's new play chamber for their own lovecraft. When the king discovers this, he sends for his masons. With the faithless duo still inside, the masons use stone and mortar to quietly seal the only door to the vault...",English,USA,,2015-08-29 00:42:49.170000000,movie
1062,Those Awful Hats,1909,NOT RATED,2 min,"Comedy, Short",1909-01-25,D.W. Griffith,,"Linda Arvidson, John R. Cumpson, Flora Finch, George Gebhardt",,6.3,626,,"Set in an early cinema house, this comic short illustrates the problems with the gals' hats obscuring the movie patron's line of vision.","A gentleman with a top hat, and a series of women with ever more ludicrous hats enter a movie theatre. They refuse to remove them, until a giant bucket forcibly removes one hat. All but one woman then remove their hats, and the bucket returns to remove the woman.",English,USA,,2015-08-29 00:43:38.593000000,movie
1105,The Woman Always Pays,1910,,38 min,"Short, Drama",1912-04-18,Urban Gad,Urban Gad,"Asta Nielsen, Robert Dinesen, Poul Reumert, Hans Neergaard",,6.6,429,,"At a tramcar in Copenhagen the piano teacher Magda Vang meets the young man Knud Svane, who falls in love with her. She is invited to spend the summer with him and his parents at the ...","At a tramcar in Copenhagen the piano teacher Magda Vang meets the young man Knud Svane, who falls in love with her. She is invited to spend the summer with him and his parents at the vicarage in Gjerslev. Outside the vicarage a circus troupe passes by, and Magda is saluted by the performer Rudolph Stern. In the night Rudolph climbs a ladder to Magda's bedroom. She tries to flee his advances, but after a hot kiss she surrenders, and runs away with him. Magda is hired as a dancer with Rudolph at the Empire Variet�. When Rudolph fondles a ballet dancer Magda gets furious, and starts a fight in front of the audience. Magda and Rudolph are fired. To earn some money Rudolph forces Magda to play the piano in a band at a garden restaurant. Knud turns up and recognizes her. Incognito he asks her for a private meeting. Magda thinks she is asked to sell her body and refuses, but Rudolph forces her to go. When Rudloph after a while interrupts and finds Magda with Knud, he gets furious and starts to beat her. During the turmoil she grabs a knife and stabs Rudolph in his chest. In her despair she clings to his dead body, and has to be taken away by force.",Danish,Denmark,,2015-08-29 00:44:49.343000000,movie
1223,Frankenstein,1910,UNRATED,16 min,"Short, Fantasy, Horror",1910-03-18,J. Searle Dawley,"Mary Shelley (novel), J. Searle Dawley","Mary Fuller, Charles Ogle, Augustus Phillips",,6.5,2149,http://ia.media-imdb.com/images/M/MV5BMTg2NjMyMjgxOF5BMl5BanBnXkFtZTgwOTMyNzM2MzE@._V1_SX300.jpg,"Frankenstein, a young medical student, trying to create the perfect human being, instead creates a misshapen monster. Made ill by what he has done, Frankenstein is comforted by his fianc�e ...","Frankenstein, a young medical student, trying to create the perfect human being, instead creates a misshapen monster. Made ill by what he has done, Frankenstein is comforted by his fianc�e but on his wedding night he is visited by the monster. A fight ensues but the monster, seeing himself in a mirror, is horrified and runs away. He later returns, entering the new bride's room, and finds her alone.",English,USA,,2015-08-28 00:56:44.097000000,movie
1265,In the Border States,1910,NOT RATED,17 min,"Short, Drama, War",1910-06-13,D.W. Griffith,,"Charles West, Charles Arling, Owen Moore",,6.5,331,,"During the Civil War, a father living in a border state leaves to join the Union Army. After he leaves, Confederate troops forage on his property, where a soldier encounters one of his ...","During the Civil War, a father living in a border state leaves to join the Union Army. After he leaves, Confederate troops forage on his property, where a soldier encounters one of his daughters. The father himself is wounded on a hazardous mission and must run for his life, pursued by Confederate soldiers.",English,USA,,2015-08-29 00:49:10.577000000,movie
1431,The Unchanging Sea,1910,,14 min,"Drama, Short",1910-05-05,D.W. Griffith,Charles Kingsley (poem),"Arthur V. Johnson, Linda Arvidson, Gladys Egan, Mary Pickford",,6.5,343,,"In this story set at a seaside fishing village and inspired by a Charles Kingsley poem, a young couple's happy life is turned about by an accident. The husband, although saved from drowning...","In this story set at a seaside fishing village and inspired by a Charles Kingsley poem, a young couple's happy life is turned about by an accident. The husband, although saved from drowning, loses his memory. A child is on the way, and soon a daughter is born to his wife. We watch the passage of time, as his daughter matures and his wife ages. The daughter becomes a lovely young woman, herself ready for marriage. One day on the beach, the familiarity of the sea and the surroundings triggers a return of her father's memory, and we are reminded that although people age and change, the sea and the ways of the fisherfolk remain eternal.",English,USA,,2015-08-29 00:53:58.577000000,movie
1463,The Wonderful Wizard of Oz,1910,NOT RATED,13 min,"Adventure, Fantasy, Short",1910-03-24,Otis Turner,"L. Frank Baum (novel), Otis Turner (scenario)","Bebe Daniels, Hobart Bosworth, Eugenie Besserer, Robert Z. Leonard",,5.7,1030,,"An early version of the classic, based more on the 1902 stage musical than on the original novel.","Chased off by the antics of Hank the Mule, Dorothy ends up in her cornfield, where she realizes her family's Scarecrow is alive. She helps him down and he takes a tumble on the turnstyle. A cyclone soon arrives and leaves Dorothy, Scarecrow, Toto and Hank spinning around on a haystack, with Imogene the Cow flying soon after. Soon after their arrival, the Wizard of Oz issues a public decree that he is a humbug, to make sure no one ever finds out. Glinda pops up out of the background and transforms Toto into a man in a bulldog suit to serve as a better protector for Dorothy. Then they encounter the Tin Woodman, the Cowardly Lion, and Eureka. Nevertheless, she is captured by Momba, the Wicked Witch of the West (suggesting Baum thought the other witches were Mombe, Mombo, and Mombu, in keeping with the council in _Queen Zixi of Ix_) and her flying lizards and soldiers. Dorothy defeats Momba, and they arrive at the Emerald City just in time for the Wizard's going away party.",English,USA,,2015-08-29 00:54:49.313000000,movie
1527,The Revenge of a Kinematograph Cameraman,1912,,12 min,"Animation, Short, Comedy",1912-10-27,Wladyslaw Starewicz,Wladyslaw Starewicz,,,7.9,1593,http://ia.media-imdb.com/images/M/MV5BMTczODYxMzI5OV5BMl5BanBnXkFtZTgwNzE4NDU0MjE@._V1_SX300.jpg,"A jilted husband takes his revenge by filming his wife and her lover and showing the result at the local cinema. This was one of Starewicz' first animated films, and stars very realistic ...","A jilted husband takes his revenge by filming his wife and her lover and showing the result at the local cinema. This was one of Starewicz' first animated films, and stars very realistic animated beetles.",,Russia,,2015-08-25 00:00:33.727000000,movie
1660,Her Crowning Glory,1911,UNRATED,14 min,"Comedy, Short",1911-09-12,Laurence Trimble,,"John Bunny, Flora Finch, Helene Costello, Kate Price",,5.7,135,,"A widower becomes infatuated with his daughter's governess, to the displeasure of the child and her nurse.","A widower has been bringing up his young daughter with the help of a nurse. The widower's sister, though, considers the child to be spoiled and undisciplined, so she insists on hiring a strict governess for the girl. When the governess arrives, both the daughter and the nurse dislike her, but the father is captivated by the governess's long, wavy, chestnut-colored hair. When the father asks the governess to marry him, the nurse and the daughter realize that they have to act quickly.",English,USA,,2015-08-29 01:00:19.313000000,movie
